Date,HIGH,CLOSE,LOW,OPEN,COUNT,VOLUME
2015-02-13,49.18,48.08,47.21,48.38,2370.0,285661.0
2015-02-17,48.7,48.15,47.98,48.19,1400.0,138661.0
2015-02-18,48.65,48.52,47.62,48.08,1755.0,437416.0
2015-02-19,49.2999,48.79,48.05,48.26,1079.0,152293.0
2015-02-20,49.15,48.85,48.36,48.82,935.0,108096.0
2015-02-23,49.1899,48.92,48.54,48.86,1025.0,102152.0
2015-02-24,49.12,48.19,48.07,48.69,1152.0,131630.0
2015-02-25,48.3704,47.57,47.39,48.31,1854.0,192327.0
2015-02-26,47.46,46.89,46.82,47.46,1224.0,130988.0
2015-02-27,48.21,47.44,46.53,46.83,1470.0,275389.0
2015-03-02,48.67,48.35,47.1,47.44,1202.0,137958.0
2015-03-03,48.16,47.69,47.21,48.03,1197.0,131856.0
2015-03-04,48.68,48.15,47.55,47.58,1707.0,141815.0
2015-03-05,48.24,47.68,47.34,48.15,831.0,89982.0
2015-03-06,47.35,46.08,45.85,47.34,1549.0,169388.0
2015-03-09,46.69,46.49,45.92,46.25,977.0,97473.0
2015-03-10,46.56,46.37,45.38,46.0,1462.0,170503.0
2015-03-11,46.79,46.53,46.04,46.36,1252.0,166687.0
2015-03-12,47.67,47.3,46.87,46.87,1884.0,193838.0
2015-03-13,47.77,46.99,46.59,47.37,1080.0,122875.0
2015-03-16,48.28,48.09,47.12,47.12,1137.0,118004.0
2015-03-17,48.889,48.63,48.014,48.09,1788.0,268782.0
2015-03-18,49.15,49.07,47.76,48.29,2008.0,163288.0
2015-03-19,49.8199,49.1,48.76,48.93,1036.0,108785.0
2015-03-20,50.52,50.49,48.8001,49.41,1145.0,178642.0
2015-03-23,51.32,50.71,50.11,50.58,2113.0,238941.0
2015-03-24,50.82,49.51,49.02,50.47,2050.0,272895.0
2015-03-25,50.03,48.76,48.28,49.91,1148.0,136599.0
2015-03-26,49.18,48.92,48.27,48.84,1622.0,164252.0
2015-03-27,49.453,48.84,48.51,48.69,1354.0,151798.0
2015-03-30,49.38,48.93,48.51,49.0,1345.0,203997.0
2015-03-31,49.3,48.68,48.31,48.9,1505.0,208992.0
2015-04-01,49.76,49.69,48.64,48.64,1565.0,358838.0
2015-04-02,50.8,50.41,49.36,49.62,1588.0,219012.0
2015-04-06,50.98,50.34,50.13,50.41,918.0,105648.0
2015-04-07,50.54,49.04,48.67,50.4,1605.0,173003.0
2015-04-08,50.37,50.34,49.0101,49.03,1039.0,125146.0
2015-04-09,50.47,50.46,49.8,50.3,1516.0,153228.0
2015-04-10,50.84,50.52,50.29,50.6,1212.0,127836.0
2015-04-13,50.85,50.74,50.5,50.6,1168.0,140003.0
2015-04-14,50.778,50.11,49.878,50.75,1419.0,153604.0
2015-04-15,50.225,49.69,49.64,50.19,1376.0,128290.0
2015-04-16,50.05,49.35,49.0,49.37,2007.0,277786.0
2015-04-17,49.02,48.46,47.985,48.87,1496.0,178543.0
2015-04-20,49.4999,49.23,48.65,48.65,970.0,96103.0
2015-04-21,49.7386,49.39,49.085,49.43,864.0,74433.0
2015-04-22,49.42,48.82,48.8,49.41,844.0,74631.0
2015-04-23,49.9,49.83,47.56,47.77,1210.0,117506.0
2015-04-24,50.6,50.35,49.96,50.06,925.0,105453.0
2015-04-27,51.04,50.06,49.544,50.88,937.0,110735.0
2015-04-28,48.69,48.08,47.78,48.57,10051.0,1627189.0
2015-04-29,48.29,47.96,47.32,47.73,3464.0,513463.0
2015-04-30,48.25,48.08,47.37,47.68,3929.0,661759.0
2015-05-01,48.69,47.88,47.51,48.11,3413.0,271018.0
2015-05-04,48.62,48.07,48.03,48.13,2552.0,275097.0
2015-05-05,48.1,46.07,45.96,47.97,3729.0,505160.0
2015-05-06,46.42,45.97,45.57,45.75,2324.0,324584.0
2015-05-07,46.45,46.37,45.68,45.85,2811.0,517421.0
2015-05-08,47.23,46.75,46.3,47.08,3446.0,711778.0
2015-05-11,47.35,46.72,46.55,46.55,2555.0,313379.0
2015-05-12,47.3,46.99,45.88,46.49,3806.0,260148.0
2015-05-13,47.41,46.51,46.4,47.06,2235.0,252996.0
2015-05-14,47.06,47.0,46.59,46.8,1474.0,136864.0
2015-05-15,47.42,47.4,46.9065,47.0,2588.0,296008.0
2015-05-18,47.91,47.63,47.13,47.17,1650.0,163813.0
2015-05-19,48.01,47.96,47.55,47.6,2616.0,291325.0
2015-05-20,48.25,47.44,47.39,47.94,1459.0,151510.0
2015-05-21,48.096,47.35,47.03,47.36,870.0,117220.0
2015-05-22,47.6492,47.26,47.06,47.3,931.0,94382.0
2015-05-26,47.19,47.0,46.65,47.19,1481.0,140069.0
2015-05-27,47.79,47.43,47.04,47.44,1709.0,179255.0
2015-05-28,47.64,47.29,47.23,47.48,1776.0,200626.0
2015-05-29,47.68,47.2,46.8,47.23,1645.0,270084.0
2015-06-01,47.58,47.41,47.09,47.24,2051.0,215950.0
2015-06-02,47.94,47.52,47.18,47.49,2382.0,265292.0
2015-06-03,47.68,47.28,47.18,47.61,1815.0,194573.0
2015-06-04,47.57,47.19,46.92,47.17,1412.0,98744.0
2015-06-05,46.86,46.54,46.32,46.86,1337.0,88178.0
2015-06-08,46.67,46.44,46.18,46.54,1364.0,108869.0
2015-06-09,46.56,46.02,45.8,46.34,1808.0,182766.0
2015-06-10,46.66,46.02,45.83,46.22,3386.0,398679.0
2015-06-11,46.77,46.51,46.056,46.2,2752.0,253400.0
2015-06-12,47.25,47.21,46.26,46.51,1507.0,705869.0
2015-06-15,46.9699,46.73,46.35,46.84,1601.0,149831.0
2015-06-16,47.2,47.17,46.49,46.95,1738.0,161250.0
2015-06-17,47.29,46.8,46.17,47.29,1133.0,124361.0
2015-06-18,47.47,47.33,46.68,46.83,1750.0,172248.0
2015-06-19,47.42,46.7,46.67,47.42,1661.0,267248.0
2015-06-22,47.0,46.5,46.44,46.92,1200.0,122748.0
2015-06-23,46.24,45.9,45.7,46.05,1282.0,183640.0
2015-06-24,46.17,45.45,45.44,45.72,1493.0,201343.0
2015-06-25,45.83,45.28,44.89,45.52,2005.0,248484.0
2015-06-26,45.56,45.4,44.56,44.9,2483.0,419976.0
2015-06-29,45.87,44.98,44.84,45.14,2247.0,252764.0
2015-06-30,45.78,45.44,44.51,45.26,2435.0,260839.0
2015-07-01,46.78,46.73,45.44,45.47,1789.0,176335.0
2015-07-02,47.28,47.08,46.43,46.86,2096.0,184569.0
2015-07-06,47.45,47.38,46.73,46.85,2039.0,187481.0
2015-07-07,48.02,47.83,47.07,47.55,2665.0,240744.0
2015-07-08,48.11,47.82,47.28,47.54,1888.0,214325.0
2015-07-09,48.11,47.44,47.28,48.11,1373.0,153734.0
2015-07-10,48.28,47.97,47.545,47.75,1286.0,98523.0
2015-07-13,48.33,47.93,47.72,48.06,1026.0,79496.0
2015-07-14,48.24,48.08,47.83,48.05,824.0,72422.0
2015-07-15,48.15,47.92,47.73,47.99,1087.0,89514.0
2015-07-16,48.67,48.29,48.16,48.17,1412.0,111336.0
2015-07-17,48.47,48.25,47.88,48.3,1458.0,100596.0
2015-07-20,48.75,48.34,48.125,48.33,1754.0,170738.0
2015-07-21,48.62,48.24,47.85,48.33,1574.0,134365.0
2015-07-22,48.53,48.26,48.02,48.13,1740.0,169487.0
2015-07-23,50.2,49.54,48.97,49.91,3044.0,360868.0
2015-07-24,50.22,49.81,49.29,49.81,3076.0,306195.0
2015-07-27,50.16,49.74,49.51,49.92,2471.0,315722.0
2015-07-28,50.08,49.55,49.18,49.83,1623.0,149811.0
2015-07-29,50.26,49.78,48.93,49.6,1725.0,148983.0
2015-07-30,50.41,49.89,49.331,49.78,1709.0,184118.0
2015-07-31,50.79,50.2,49.9703,50.0,2355.0,351099.0
2015-08-03,50.49,50.17,49.59,50.26,2276.0,303059.0
2015-08-04,50.34,49.19,49.14,50.17,3092.0,333573.0
2015-08-05,49.4299,49.18,48.6,49.3,1557.0,157543.0
2015-08-06,49.86,48.34,47.79,49.09,2377.0,317235.0
2015-08-07,48.59,48.51,47.81,48.22,1503.0,124275.0
2015-08-10,49.066,48.0,47.75,48.87,3007.0,545584.0
2015-08-11,48.98,48.88,47.536,47.75,2566.0,224713.0
2015-08-12,49.37,49.32,48.51,48.75,1364.0,122185.0
2015-08-13,50.12,50.04,48.9768,49.21,1931.0,219841.0
2015-08-14,50.79,50.66,49.69,49.98,1455.0,146204.0
2015-08-17,51.54,51.39,50.62,50.63,1935.0,213693.0
2015-08-18,51.39,51.03,50.91,51.31,1340.0,123132.0
2015-08-19,51.22,50.95,50.4401,50.9,849.0,81725.0
2015-08-20,50.69,50.0,50.0,50.69,1338.0,102510.0
2015-08-21,50.33,49.34,49.04,49.27,1860.0,203055.0
2015-08-24,48.22,46.36,46.11,47.45,3137.0,364374.0
2015-08-25,50.5,46.19,46.13,47.98,3189.0,297965.0
2015-08-26,47.3699,47.21,46.01,46.94,1592.0,125176.0
2015-08-27,48.72,48.71,46.72,47.4,2398.0,221349.0
2015-08-28,49.84,49.8,47.86,48.64,3118.0,462524.0
2015-08-31,49.95,48.69,48.53,49.78,3116.0,338080.0
2015-09-01,48.98,47.96,47.4,48.0,3146.0,305940.0
2015-09-02,49.14,48.59,47.689,48.38,2757.0,318215.0
2015-09-03,50.07,49.76,48.646,48.78,2565.0,282646.0
2015-09-04,49.41,49.12,48.92,49.34,1817.0,213121.0
2015-09-08,50.78,50.74,49.55,49.58,1894.0,207744.0
2015-09-09,50.74,48.97,48.95,50.36,5509.0,605822.0
2015-09-10,49.539,48.72,48.48,48.94,3466.0,451267.0
2015-09-11,49.19,49.17,48.39,48.58,1933.0,259609.0
2015-09-14,50.2,49.98,49.21,49.33,1537.0,197008.0
2015-09-15,50.87,50.83,49.9432,50.07,2195.0,287596.0
2015-09-16,51.47,51.35,50.71,50.93,2175.0,245667.0
2015-09-17,52.63,52.12,51.32,51.42,2299.0,244735.0
2015-09-18,52.45,51.52,51.22,51.49,2274.0,259843.0
